report,label,authority
بلاغ عاجل عن حادثة بحرية الآن في حي الورد,حادثة بحرية,حرس الحدود
تم رصد حيوان ضال في منطقة المسجد,حيوان ضال,البلدية
بلاغ عاجل عن حيوان ضال الآن في حي السلام,حيوان ضال,البلدية
تمت ملاحظة حالة حريق ويجب التحرك في حي السلام,حريق,الدفاع المدني
بلاغ عن غذاء فاسد في حي الرياض بالقرب من الحديقة,غذاء فاسد,هيئة الغذاء والدواء
بلاغ وارد يتضمن غرق في حي الفلاح,غرق,حرس الحدود
بلاغ عاجل عن مواد منتهية الآن في حي الفلاح,مواد منتهية,وزارة التجارة
اشتباه بحدوث حيوان ضال في حي الياسمين,حيوان ضال,البلدية
بلاغ عن بلاغ سلاح في حي النرجس بالقرب من المستشفى,بلاغ سلاح,الشرطة
تم رصد غذاء فاسد في منطقة المدرسة,غذاء فاسد,هيئة الغذاء والدواء
بلاغ عن غرق في حي الفلاح بالقرب من المنطقة السكنية,غرق,حرس الحدود
اشتباه بحدوث تهديد أمني في حي النخيل,تهديد أمني,أمن الدولة
بلاغ عن حادثة بحرية في حي الجامعة بالقرب من الحديقة,حادثة بحرية,حرس الحدود
مواطن يبلغ عن سرقة في حي الصحافة,سرقة,الشرطة
بلاغ وارد يتضمن تلوث مياه في حي الصحافة,تلوث مياه,وزارة البيئة
بلاغ عن تهريب في حي الورد بالقرب من المجمع التجاري,تهريب,الجمارك
بلاغ عن تلوث مياه في حي الورد بالقرب من المسجد,تلوث مياه,وزارة البيئة
بلاغ عاجل عن بلاغ إرهابي الآن في حي الورد,بلاغ إرهابي,أمن الدولة
مواطن يبلغ عن حيوان ضال في حي الخليج,حيوان ضال,البلدية
وجود ازدحام مروري وتم طلب التدخل في حي السلام,ازدحام مروري,المرور
بلاغ عاجل عن حادثة بحرية الآن في حي الخليج,حادثة بحرية,حرس الحدود
اشتباه بحدوث تهريب في حي النخيل,تهريب,الجمارك
بلاغ عاجل عن تهريب الآن في حي الخليج,تهريب,الجمارك
وجود تلوث مياه وتم طلب التدخل في حي الورد,تلوث مياه,وزارة البيئة
مواطن يبلغ عن بلاغ إرهابي في حي الرياض,بلاغ إرهابي,أمن الدولة
اشتباه بحدوث ازدحام مروري في حي الجامعة,ازدحام مروري,المرور
تمت ملاحظة حالة حيوان ضال ويجب التحرك في حي الخليج,حيوان ضال,البلدية
بلاغ وارد يتضمن حيوان ضال في حي النرجس,حيوان ضال,البلدية
شوهد تهديد أمني عند المدرسة في حي الياسمين,تهديد أمني,أمن الدولة
بلاغ عن مخالفات تجارية في حي السلام بالقرب من السوق,مخالفات تجارية,وزارة التجارة
اشتباه بحدوث اقتحام منزل في حي النخيل,اقتحام منزل,الشرطة
تم الإبلاغ عن حيوان ضال في حي الخليج,حيوان ضال,البلدية
تمت ملاحظة حالة حادث مروري ويجب التحرك في حي الورد,حادث مروري,المرور
بلاغ عاجل عن تلوث مياه الآن في حي الجامعة,تلوث مياه,وزارة البيئة
تم الإبلاغ عن حادثة بحرية في حي الصحافة,حادثة بحرية,حرس الحدود
اشتباه بحدوث تلوث مياه في حي السلام,تلوث مياه,وزارة البيئة
شوهد ماس كهربائي عند الحديقة في حي الورد,ماس كهربائي,الدفاع المدني
بلاغ عن مخالفات تجارية في حي الرياض بالقرب من المجمع التجاري,مخالفات تجارية,وزارة التجارة
بلاغ عاجل عن تلوث مياه الآن في حي الخليج,تلوث مياه,وزارة البيئة
بلاغ وارد يتضمن حادث مروري في حي الجامعة,حادث مروري,المرور
تم رصد حيوان ضال في منطقة المدرسة,حيوان ضال,البلدية
مواطن يبلغ عن مواد منتهية في حي الفلاح,مواد منتهية,وزارة التجارة
وجود مخالفات تجارية وتم طلب التدخل في حي الياسمين,مخالفات تجارية,وزارة التجارة
بلاغ عن بلاغ إرهابي في حي الورد بالقرب من المسجد,بلاغ إرهابي,أمن الدولة
اشتباه بحدوث فقدان طفل في حي الياسمين,فقدان طفل,الشرطة
بلاغ عن غذاء فاسد في حي الخليج بالقرب من المجمع التجاري,غذاء فاسد,هيئة الغذاء والدواء
تمت ملاحظة حالة انقلاب مركبة ويجب التحرك في حي السلام,انقلاب مركبة,المرور
مواطن يبلغ عن تهديد أمني في حي النخيل,تهديد أمني,أمن الدولة
اشتباه بحدوث انفجار في حي السلام,انفجار,الدفاع المدني
تمت ملاحظة حالة تهريب ويجب التحرك في حي الياسمين,تهريب,الجمارك
بلاغ عاجل عن مواد منتهية الآن في حي الصحافة,مواد منتهية,وزارة التجارة
شوهد بلاغ إرهابي عند المسجد في حي النرجس,بلاغ إرهابي,أمن الدولة
اشتباه بحدوث تهديد أمني في حي الجامعة,تهديد أمني,أمن الدولة
شوهد غذاء فاسد عند المسجد في حي الجامعة,غذاء فاسد,هيئة الغذاء والدواء
وجود مشاجرة وتم طلب التدخل في حي السلام,مشاجرة,الشرطة
تم رصد غذاء فاسد في منطقة المنطقة السكنية,غذاء فاسد,هيئة الغذاء والدواء
مواطن يبلغ عن مخالفات تجارية في حي الياسمين,مخالفات تجارية,وزارة التجارة
بلاغ عاجل عن فقدان طفل الآن في حي الورد,فقدان طفل,الشرطة
مواطن يبلغ عن تلوث مياه في حي الصحافة,تلوث مياه,وزارة البيئة
بلاغ عن ماس كهربائي في حي الخليج بالقرب من المجمع التجاري,ماس كهربائي,الدفاع المدني
تمت ملاحظة حالة بلاغ إرهابي ويجب التحرك في حي السلام,بلاغ إرهابي,أمن الدولة
تم الإبلاغ عن تلوث مياه في حي الجامعة,تلوث مياه,وزارة البيئة
مواطن يبلغ عن تهديد أمني في حي الرياض,تهديد أمني,أمن الدولة
وجود مخالفات تجارية وتم طلب التدخل في حي الخليج,مخالفات تجارية,وزارة التجارة
بلاغ وارد يتضمن حيوان ضال في حي الورد,حيوان ضال,البلدية
بلاغ وارد يتضمن تهديد أمني في حي النرجس,تهديد أمني,أمن الدولة
بلاغ عن إزعاج سكني في حي الخليج بالقرب من المستشفى,إزعاج سكني,الشرطة
شوهد حيوان ضال عند المنطقة السكنية في حي الفلاح,حيوان ضال,البلدية
تمت ملاحظة حالة تلوث مياه ويجب التحرك في حي الصحافة,تلوث مياه,وزارة البيئة
شوهد غذاء فاسد عند المسجد في حي الجامعة,غذاء فاسد,هيئة الغذاء والدواء
بلاغ عاجل عن احتجاز في مصعد الآن في حي الصحافة,احتجاز في مصعد,الدفاع المدني
